CustomerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChargesTotal,ChargesMonthly,DailyCharges
5997-OPVFA,No,Male,0,1,0,72,1,1,Two year,1,Bank transfer (automatic),DSL,1,1,1,1,1,1,6254.45,89.05,2.9683333333333333
5998-DZLYR,No,Female,0,1,0,61,1,1,Two year,1,Bank transfer (automatic),Fiber optic,0,1,0,1,0,1,5703.0,94.35,3.145
5998-VVEJY,Yes,Male,0,0,0,26,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,1,0,0,2088.8,80.5,2.683333333333333
5999-LCXAO,No,Female,0,0,0,1,0,0,Month-to-month,0,Mailed check,DSL,1,0,0,0,0,0,29.9,29.9,0.9966666666666666
6000-APYLU,Yes,Male,0,0,0,9,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,1,713.1,80.8,2.6933333333333334
6000-UKLWI,No,Male,0,0,0,41,1,0,Two year,0,Mailed check,No,0,0,0,0,0,0,802.35,20.15,0.6716666666666666
6005-OBZPH,Yes,Female,1,0,0,26,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,1,0,2277.65,89.15,2.9716666666666667
6007-TCTST,No,Female,0,1,1,72,1,1,Two year,1,Bank transfer (automatic),Fiber optic,1,1,1,1,1,1,8476.5,115.8,3.86
6008-NAIXK,No,Male,1,0,0,54,0,0,One year,1,Electronic check,DSL,0,1,1,0,1,1,2966.95,55.45,1.8483333333333334
6010-DDPPW,No,Male,0,1,0,70,1,1,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,1940.85,25.15,0.8383333333333333
6013-BHCAW,No,Male,0,1,1,61,1,1,Two year,1,Bank transfer (automatic),DSL,0,0,1,1,1,1,4976.15,81.0,2.7
6015-VVHHE,Yes,Female,1,0,0,5,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,0,0,1,0,446.05,83.15,2.771666666666667
6016-EJGNT,N/A,Female,0,1,1,48,1,1,One year,1,Credit card (automatic),Fiber optic,1,1,0,0,1,1,5037.55,103.25,3.441666666666667
6016-LVTJQ,No,Female,0,1,1,34,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,716.4,20.65,0.6883333333333332
6016-NXBNJ,No,Male,0,0,0,35,1,0,One year,1,Mailed check,No,0,0,0,0,0,0,638.0,19.15,0.6383333333333333
6016-QSKVI,N/A,Male,0,0,0,4,1,0,Month-to-month,1,Mailed check,Fiber optic,1,1,0,1,0,1,360.55,94.9,3.1633333333333336
6017-PPLPX,Yes,Male,0,1,1,20,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,1470.95,70.45,2.3483333333333336
6022-KOUQO,No,Female,0,1,1,2,0,0,Month-to-month,0,Bank transfer (automatic),DSL,0,0,0,1,0,0,44.75,29.05,0.9683333333333334
6022-MXOMF,N/A,Female,1,0,0,1,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,74.2,74.2,2.4733333333333336
6022-UGGSO,Yes,Female,1,0,0,32,1,0,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,0,0,2276.95,74.4,2.48
6023-GSSXW,No,Female,0,1,0,69,1,0,Two year,1,Credit card (automatic),DSL,0,1,0,0,0,1,4131.2,61.45,2.0483333333333333
6023-YEBUP,Yes,Male,0,0,0,3,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,1,329.95,100.95,3.365
6024-RUGGH,No,Male,0,1,1,72,1,1,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,1798.9,25.2,0.84
6029-CSMJE,No,Male,0,0,0,17,0,0,Month-to-month,1,Mailed check,DSL,0,0,0,0,0,0,440.2,25.65,0.855
6029-WTIPC,Yes,Male,1,0,0,37,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,1,3744.05,101.1,3.3699999999999997
6030-REHUX,No,Female,1,1,0,28,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,1,1,1,3204.4,110.85,3.695
6032-IGALN,Yes,Female,0,0,0,1,0,0,Month-to-month,1,Mailed check,DSL,0,0,0,0,0,0,25.1,25.1,0.8366666666666667
6032-KRXXO,Yes,Male,0,0,0,30,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,1,2755.35,90.25,3.0083333333333333
6034-YMTOB,No,Female,0,0,0,5,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,0,1,0,0,399.45,75.65,2.521666666666667
6034-ZRYCV,Yes,Female,0,1,0,72,0,0,Two year,1,Electronic check,DSL,0,1,1,0,1,1,3937.45,54.2,1.8066666666666669
6035-BXTTY,No,Female,1,0,0,32,1,0,Month-to-month,0,Bank transfer (automatic),DSL,0,1,0,1,0,0,1830.1,54.65,1.8216666666666665
6035-RIIOM,No,Female,0,0,0,54,1,1,Two year,1,Bank transfer (automatic),Fiber optic,0,1,0,0,1,1,5129.45,97.2,3.24
6036-TTFYU,No,Female,0,1,0,16,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,314.45,19.6,0.6533333333333334
6037-WPJRP,N/A,Female,0,0,0,13,1,1,Month-to-month,1,Mailed check,Fiber optic,0,0,0,0,0,0,999.45,75.0,2.5
6038-GCYEC,Yes,Female,0,0,0,24,0,0,Month-to-month,1,Credit card (automatic),DSL,0,1,1,0,1,1,1240.25,54.15,1.805
6039-RVSJV,N/A,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,19.85,19.85,0.6616666666666667
6040-CGACY,No,Female,0,0,0,15,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,299.4,19.6,0.6533333333333334
6047-SUHPR,No,Male,0,1,1,39,1,0,One year,0,Electronic check,DSL,1,1,1,0,0,0,2343.85,59.8,1.9933333333333332
6047-YHPVI,Yes,Male,0,0,0,5,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,316.9,69.7,2.3233333333333333
6048-NJXHX,No,Male,0,1,0,41,1,0,Two year,1,Electronic check,No,0,0,0,0,0,0,899.45,19.75,0.6583333333333333
6048-QBXKL,No,Female,1,0,0,2,1,1,Month-to-month,1,Credit card (automatic),DSL,0,1,0,0,0,0,118.25,56.55,1.885
6048-UWKAL,No,Female,1,1,0,69,1,1,Two year,0,Credit card (automatic),Fiber optic,0,1,0,1,1,1,6998.95,105.4,3.5133333333333336
6050-FFXES,No,Female,0,1,0,69,1,1,Two year,0,Bank transfer (automatic),Fiber optic,0,0,1,1,1,1,7240.65,105.35,3.5116666666666663
6050-IJRHS,No,Female,0,1,1,70,1,1,One year,1,Electronic check,Fiber optic,0,1,1,0,1,1,7397.0,106.5,3.55
6051-PTVNS,No,Female,0,1,1,55,1,0,One year,0,Credit card (automatic),No,0,0,0,0,0,0,998.1,19.15,0.6383333333333333
6060-DRTNL,Yes,Female,1,0,0,5,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,1,0,1,0,415.55,84.85,2.828333333333333
6060-QBMGV,No,Male,0,1,0,70,1,0,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1433.8,19.85,0.6616666666666667
6061-GWWAV,No,Male,0,0,1,41,1,0,One year,0,Mailed check,DSL,1,1,1,0,1,0,2894.55,70.2,2.3400000000000003
6061-PQHMK,No,Female,0,0,0,25,1,0,One year,0,Credit card (automatic),No,0,0,0,0,0,0,527.5,19.9,0.6633333333333333
6064-PUPMC,No,Male,0,1,1,23,1,0,One year,0,Credit card (automatic),DSL,1,0,0,1,0,0,1423.35,57.2,1.9066666666666667
6064-ZATLR,No,Female,0,0,0,27,1,0,Two year,0,Bank transfer (automatic),DSL,1,1,0,0,0,0,1498.65,52.85,1.7616666666666667
6067-NGCEU,No,Female,0,0,0,65,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,1,1,1,0,1,1,7107.0,111.05,3.7016666666666667
6072-NUQCB,No,Male,0,1,1,22,1,0,One year,0,Bank transfer (automatic),No,0,0,0,0,0,0,488.25,20.25,0.675
6072-YUBLX,N/A,Male,1,1,0,61,1,1,One year,1,Mailed check,Fiber optic,0,1,1,1,1,0,6066.55,98.3,3.2766666666666664
6075-QMNRR,No,Female,0,0,0,52,1,0,Month-to-month,1,Bank transfer (automatic),DSL,1,0,0,0,0,0,2535.55,49.75,1.6583333333333334
6075-SLNIL,No,Male,0,0,0,38,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,1,1,0,0,1,3691.2,95.1,3.17
6077-BDPXA,No,Female,0,0,0,3,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,194.2,70.15,2.3383333333333334
6078-VESFR,No,Male,1,1,0,13,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,0,0,0,0,0,0,849.1,70.45,2.3483333333333336
6080-LNESI,No,Male,0,0,0,51,1,1,Two year,0,Mailed check,No,0,0,0,0,0,0,1234.6,24.75,0.825
6080-TCMYC,No,Male,0,1,1,40,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,0,0,3292.3,81.2,2.7066666666666666
6082-GLJIX,No,Male,0,0,0,18,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,331.35,19.25,0.6416666666666667
6082-OQFBA,No,Male,0,1,1,23,1,0,One year,0,Mailed check,No,0,0,0,0,0,0,436.9,19.65,0.6549999999999999
6086-ESGRL,Yes,Female,0,0,0,1,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,0,0,0,0,0,1,80.15,80.15,2.671666666666667
6087-MVHJH,Yes,Female,0,0,0,16,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,0,1,1422.1,88.45,2.9483333333333333
6087-YPWHO,No,Male,0,1,0,72,1,1,Two year,0,Mailed check,DSL,1,1,1,1,0,0,4808.7,68.15,2.271666666666667
6088-BXMRG,No,Female,0,1,1,32,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,1,1,3089.6,98.85,3.295
6092-QZVPP,No,Male,0,0,0,36,1,0,Month-to-month,1,Credit card (automatic),DSL,1,0,1,1,1,1,2854.95,79.2,2.64
6094-ZIVKX,No,Female,0,0,0,68,1,0,One year,1,Credit card (automatic),DSL,1,0,1,0,0,0,3674.95,54.45,1.8150000000000002
6096-EGVTU,No,Female,0,1,1,64,1,1,One year,0,Mailed check,No,0,0,0,0,0,0,1595.5,24.9,0.83
6097-EQISJ,Yes,Female,0,1,1,66,1,1,One year,1,Credit card (automatic),Fiber optic,0,1,1,0,1,1,6615.15,102.45,3.415
6100-FJZDG,No,Male,0,1,1,26,1,0,One year,1,Bank transfer (automatic),No,0,0,0,0,0,0,505.9,20.05,0.6683333333333333
6100-QQHEB,Yes,Male,0,1,1,17,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,1,1515.1,92.55,3.085
6101-IMRMM,Yes,Male,0,0,1,6,1,0,Month-to-month,0,Mailed check,Fiber optic,0,0,1,0,1,1,575.45,94.5,3.15
6103-BOCOU,No,Female,0,0,0,26,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,0,0,2193.0,80.7,2.69
6103-LIANB,No,Male,0,1,1,59,1,1,Two year,1,Credit card (automatic),Fiber optic,0,0,1,0,1,1,5861.75,99.5,3.316666666666667
6103-QCKFX,No,Female,0,1,1,44,1,0,Month-to-month,0,Bank transfer (automatic),DSL,1,0,0,1,0,0,2419.55,56.25,1.875
6108-OQZDQ,Yes,Female,0,1,1,4,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,0,0,1,1,384.5,97.95,3.265
6110-OHIHY,Yes,Male,0,0,0,3,1,0,Month-to-month,0,Electronic check,Fiber optic,0,0,0,0,1,0,267.6,79.25,2.6416666666666666
6112-KTHFQ,No,Female,0,0,0,13,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,279.3,19.3,0.6433333333333333
6114-TCFID,No,Female,0,0,0,29,0,0,One year,0,Credit card (automatic),DSL,1,1,0,1,0,0,1082.75,39.5,1.3166666666666667
6115-ZTBFQ,No,Female,0,1,0,72,0,0,Two year,0,Bank transfer (automatic),DSL,1,1,1,1,1,1,4919.7,65.5,2.183333333333333
6116-RFVHN,No,Female,0,1,0,34,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,1,1,3414.65,100.45,3.3483333333333336
6119-SPUDB,No,Male,0,0,0,46,0,0,Two year,0,Mailed check,DSL,1,0,1,1,0,0,1755.35,38.25,1.275
6120-RJKLU,No,Female,1,1,0,62,1,0,Two year,1,Credit card (automatic),DSL,1,0,1,1,1,1,4819.75,79.95,2.665
6121-TNHBO,No,Female,1,0,0,63,1,1,One year,0,Bank transfer (automatic),DSL,1,1,1,1,1,0,5243.05,83.0,2.7666666666666666
6121-VZNQB,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,19.1,19.1,0.6366666666666667
6122-EFVKN,No,Male,0,0,1,24,0,0,Two year,0,Mailed check,DSL,1,0,0,1,0,0,830.8,35.75,1.1916666666666667
6122-LJADA,No,Male,0,1,1,70,1,1,Two year,1,Credit card (automatic),DSL,1,1,1,1,1,1,6237.05,90.15,3.0050000000000003
6124-ACRHJ,No,Female,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,19.75,19.75,0.6583333333333333
6127-ISGTU,Yes,Female,0,1,0,16,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,0,1378.25,84.95,2.8316666666666666
6127-IYJOZ,No,Male,1,0,0,1,1,0,Month-to-month,1,Mailed check,DSL,0,0,0,0,0,0,45.85,45.85,1.5283333333333333
6128-AQBMT,No,Male,1,1,0,41,0,0,Month-to-month,1,Electronic check,DSL,0,1,1,0,1,1,2215.4,53.95,1.7983333333333333
6128-CZOMY,Yes,Female,0,0,0,1,1,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,0,0,45.65,45.65,1.5216666666666667
6128-DAFVY,No,Female,0,0,0,56,0,0,Month-to-month,1,Credit card (automatic),DSL,0,0,0,0,1,1,2564.95,44.85,1.495
6131-FOYAS,No,Male,0,0,0,35,1,1,Month-to-month,1,Electronic check,DSL,1,0,1,0,0,0,2094.9,59.6,1.9866666666666668
6131-IUNXN,No,Female,0,1,1,19,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,382.2,20.2,0.6733333333333333
6131-JLWZM,No,Female,0,0,0,13,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,275.4,20.3,0.6766666666666666
6133-OZILE,No,Female,0,0,0,18,0,0,Month-to-month,1,Electronic check,DSL,0,0,1,1,0,0,607.3,35.2,1.1733333333333333
6134-KWTBV,No,Male,0,0,0,62,1,1,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,1429.65,23.4,0.7799999999999999
6135-OZQVA,No,Female,0,0,0,7,1,1,Month-to-month,1,Electronic check,DSL,1,0,0,0,0,0,404.35,53.65,1.7883333333333333
6137-MFAJN,No,Female,0,0,0,48,0,0,Month-to-month,1,Electronic check,DSL,1,1,0,0,1,0,2104.55,44.8,1.4933333333333332
6137-NICCO,No,Female,0,1,1,6,1,1,Month-to-month,1,Mailed check,Fiber optic,0,1,1,0,1,0,518.75,94.05,3.135
6139-ZZRBQ,No,Male,1,0,0,64,1,0,Two year,1,Bank transfer (automatic),No,0,0,0,0,0,0,1198.05,20.05,0.6683333333333333
6140-QNRQQ,Yes,Male,0,0,0,1,1,0,Month-to-month,1,Mailed check,Fiber optic,0,0,0,0,0,0,71.55,71.55,2.385
6141-OOXUQ,Yes,Male,0,0,0,1,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,19.65,19.65,0.6549999999999999
6142-VSJQO,Yes,Female,0,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),DSL,0,0,0,0,0,0,44.35,44.35,1.4783333333333333
6143-JQKEA,No,Male,0,0,0,10,1,0,Month-to-month,1,Credit card (automatic),DSL,0,0,0,0,0,0,436.2,45.8,1.5266666666666666
6145-NNPNO,No,Female,0,0,0,1,1,0,Month-to-month,0,Bank transfer (automatic),DSL,0,0,0,0,0,0,44.15,44.15,1.4716666666666667
6147-CBCRA,No,Female,0,1,0,33,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,669.45,20.05,0.6683333333333333
6152-ONASV,No,Female,0,1,0,68,1,1,One year,0,Bank transfer (automatic),DSL,1,0,0,1,0,0,3975.7,58.25,1.9416666666666667
6156-UZDLF,No,Female,0,0,0,26,1,0,One year,1,Credit card (automatic),Fiber optic,1,0,1,1,0,0,2274.1,87.15,2.9050000000000002
6158-DWPZT,Yes,Male,0,1,0,9,0,0,One year,0,Bank transfer (automatic),DSL,0,0,0,0,0,0,259.8,24.1,0.8033333333333333
6158-HDPXZ,No,Male,0,0,0,1,0,0,Month-to-month,0,Mailed check,DSL,0,0,0,0,0,0,25.35,25.35,0.8450000000000001
6161-ERDGD,No,Male,0,1,1,71,1,1,One year,0,Electronic check,DSL,1,0,1,1,1,1,6300.85,85.45,2.8483333333333336
6161-UUUTA,Yes,Male,1,0,0,3,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,0,260.9,79.9,2.6633333333333336
6164-HAQTX,No,Male,0,0,0,71,0,0,Two year,0,Bank transfer (automatic),DSL,1,1,1,1,1,0,3888.65,53.95,1.7983333333333333
6164-HXUGH,No,Female,0,1,1,6,1,0,Month-to-month,0,Mailed check,No,0,0,0,0,0,0,119.3,19.85,0.6616666666666667
6166-ILMNY,Yes,Female,0,0,0,2,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,0,0,0,0,0,0,144.55,69.75,2.325
6166-YIPFO,No,Male,0,1,0,72,0,0,Two year,1,Electronic check,DSL,1,1,1,1,1,1,4746.05,64.7,2.1566666666666667
6167-SYRNG,N/A,Male,1,1,0,59,0,0,Two year,1,Credit card (automatic),DSL,1,0,1,1,1,1,3886.85,64.05,2.135
6168-WFVVF,Yes,Female,1,0,0,3,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,0,0,235.5,70.3,2.3433333333333333
6168-YBYNP,No,Male,0,0,0,59,1,1,Month-to-month,1,Electronic check,Fiber optic,0,1,1,1,1,1,6519.75,111.35,3.7116666666666664
6169-PGNCD,No,Female,0,0,0,57,1,0,Two year,1,Credit card (automatic),DSL,1,1,1,1,1,0,4166.35,74.3,2.4766666666666666
6169-PPETC,No,Male,0,1,1,35,1,0,Two year,0,Bank transfer (automatic),No,0,0,0,0,0,0,759.35,20.5,0.6833333333333333
6171-ZTVYB,No,Male,0,1,0,43,1,1,Month-to-month,0,Bank transfer (automatic),DSL,1,1,0,1,0,0,2907.35,66.25,2.2083333333333335
6172-FECYY,Yes,Male,0,1,1,49,1,1,Month-to-month,0,Electronic check,Fiber optic,0,0,0,0,1,0,4254.85,84.5,2.816666666666667
6173-GOLSU,No,Male,1,1,0,67,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,0,0,1,1,6079.0,94.65,3.1550000000000002
6173-ITPWD,Yes,Male,0,1,0,47,1,1,Month-to-month,1,Bank transfer (automatic),Fiber optic,0,1,1,0,0,0,4065.0,83.35,2.7783333333333333
6174-NRBTZ,No,Male,0,0,0,46,0,0,One year,1,Bank transfer (automatic),DSL,1,0,0,0,0,0,1489.3,30.75,1.025
6175-IRFIT,No,Male,0,0,0,5,1,0,Month-to-month,0,Mailed check,Fiber optic,0,0,0,0,0,1,426.35,78.75,2.625
6176-YJWAS,No,Male,0,1,0,72,1,1,Two year,1,Credit card (automatic),Fiber optic,1,1,1,0,1,0,7114.25,97.95,3.265
6177-PEVRA,No,Female,0,0,0,48,1,0,Two year,0,Credit card (automatic),DSL,1,1,0,0,0,0,2627.35,55.5,1.85
6178-KFNHS,Yes,Female,0,0,1,12,1,1,Month-to-month,1,Electronic check,Fiber optic,1,0,0,0,0,0,909.25,78.3,2.61
6179-GJPSO,Yes,Female,1,0,0,43,1,0,Month-to-month,1,Credit card (automatic),Fiber optic,1,1,0,1,1,1,4600.7,108.15,3.605
6180-YBIQI,No,Male,0,0,0,5,0,0,Month-to-month,0,Mailed check,DSL,0,0,0,0,0,0,100.2,24.3,0.81
6181-AXXYF,No,Male,0,1,1,72,1,1,Two year,0,Credit card (automatic),No,0,0,0,0,0,0,1859.1,24.75,0.825
6184-DYUOB,No,Female,0,1,0,3,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,55.25,19.6,0.6533333333333334
6185-TASNN,No,Male,1,0,0,1,1,0,Month-to-month,0,Electronic check,DSL,0,0,0,0,0,0,46.3,46.3,1.5433333333333332
6188-UXBBR,No,Female,0,1,0,38,1,0,One year,1,Credit card (automatic),No,0,0,0,0,0,0,814.75,20.25,0.675
6194-HBGQN,No,Male,0,0,0,51,1,1,One year,1,Credit card (automatic),DSL,1,1,1,1,1,0,4126.2,81.15,2.705
6195-MELTI,No,Male,0,0,0,57,1,0,One year,1,Mailed check,DSL,0,1,0,1,0,0,3134.7,54.65,1.8216666666666665
6196-HBOBZ,No,Male,0,1,0,65,1,1,Two year,1,Electronic check,Fiber optic,1,1,1,0,1,0,6347.55,99.35,3.3116666666666665
6198-PNNSZ,No,Female,0,1,0,56,1,1,One year,0,Bank transfer (automatic),Fiber optic,1,1,1,0,1,1,6109.65,109.8,3.6599999999999997
6198-RTPMF,No,Female,0,1,0,17,1,1,Month-to-month,0,Electronic check,Fiber optic,0,0,0,0,1,1,1579.7,92.6,3.0866666666666664
6198-ZFIOJ,No,Female,0,0,0,5,1,1,Month-to-month,0,Electronic check,Fiber optic,0,0,0,0,0,0,402.5,75.6,2.52
6199-IPCAO,No,Female,0,1,1,29,1,1,Two year,0,Mailed check,No,0,0,0,0,0,0,692.55,26.1,0.87
6199-IWKGC,No,Female,1,1,0,46,1,1,One year,0,Electronic check,Fiber optic,0,0,0,1,1,1,4753.85,100.25,3.341666666666667
6202-DYYFX,No,Female,0,0,0,22,1,1,One year,1,Credit card (automatic),Fiber optic,0,0,0,0,0,0,1783.6,76.0,2.533333333333333
6202-JVYEU,No,Male,0,0,0,9,1,0,One year,1,Electronic check,No,0,0,0,0,0,0,164.6,19.9,0.6633333333333333
6203-HBZPA,No,Male,0,0,0,52,0,0,Two year,0,Credit card (automatic),DSL,1,1,1,1,1,1,3334.95,63.9,2.13
6204-IEUXJ,Yes,Female,0,0,0,3,1,0,Month-to-month,0,Credit card (automatic),Fiber optic,0,0,1,1,0,0,217.55,80.1,2.67
6207-WIOLX,Yes,Female,0,1,1,25,0,0,Month-to-month,1,Credit card (automatic),DSL,1,1,1,0,1,1,1502.65,58.6,1.9533333333333334
6210-KBBPI,Yes,Male,1,0,0,9,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,1,0,0,1,1,919.4,99.45,3.315
6211-WHMYA,No,Female,1,0,0,64,0,0,Month-to-month,1,Electronic check,DSL,0,1,0,1,1,0,2751.0,43.85,1.4616666666666667
6211-WWLTF,No,Male,0,1,0,63,1,0,Two year,0,Credit card (automatic),Fiber optic,1,0,1,0,1,1,6330.4,99.7,3.3233333333333333
6212-ATMLK,No,Female,0,0,0,50,1,1,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,1,4729.75,95.7,3.19
6214-EDAKZ,Yes,Female,0,1,1,22,1,0,Month-to-month,0,Electronic check,DSL,0,1,0,1,0,0,1206.05,55.15,1.8383333333333334
6215-NQCPY,No,Male,0,0,0,15,1,1,Month-to-month,1,Electronic check,Fiber optic,1,0,0,0,1,1,1566.75,99.7,3.3233333333333333
6217-KDYWC,No,Male,0,0,1,57,1,0,Two year,1,Mailed check,No,0,0,0,0,0,0,1170.55,19.6,0.6533333333333334
6217-TOWGS,No,Female,0,1,0,17,1,1,Month-to-month,1,Bank transfer (automatic),DSL,0,1,0,0,1,1,1322.55,75.4,2.5133333333333336
6218-KNUBD,No,Male,0,0,0,6,1,0,Month-to-month,0,Electronic check,DSL,0,1,0,0,1,0,357.6,59.45,1.9816666666666667
6221-AVQYL,Yes,Male,0,0,0,2,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,0,0,0,0,131.05,73.25,2.441666666666667
6223-DHJGV,No,Female,0,0,0,42,1,0,One year,1,Mailed check,No,0,0,0,0,0,0,958.1,20.65,0.6883333333333332
6225-VNQSJ,N/A,Male,0,0,0,1,0,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,0,1,35.45,35.45,1.1816666666666669
6227-FBDXH,No,Male,0,1,0,69,1,1,One year,0,Bank transfer (automatic),Fiber optic,0,0,1,0,1,1,6841.45,99.5,3.316666666666667
6227-HWPWX,Yes,Female,0,0,1,15,1,0,Month-to-month,0,Bank transfer (automatic),Fiber optic,0,0,0,0,0,0,994.8,69.0,2.3
6229-LSCKB,No,Male,1,0,0,6,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,0,0,1,0,497.6,79.7,2.6566666666666667
6229-UOLQL,No,Male,0,1,1,56,0,0,One year,1,Mailed check,DSL,1,1,0,1,1,0,2884.9,52.0,1.7333333333333334
6230-BSUXY,Yes,Female,1,0,0,1,1,0,Month-to-month,1,Electronic check,Fiber optic,0,0,1,0,0,1,85.0,85.0,2.8333333333333335
6231-WFGFH,No,Male,0,1,1,4,1,0,Month-to-month,1,Mailed check,No,0,0,0,0,0,0,77.6,20.5,0.6833333333333333
6233-HXJMX,No,Female,0,0,0,45,1,1,Month-to-month,1,Credit card (automatic),Fiber optic,0,0,1,0,0,1,4192.15,89.3,2.9766666666666666
6234-PFPXL,No,Male,0,1,0,22,1,1,Month-to-month,0,Credit card (automatic),Fiber optic,1,0,0,1,1,0,2234.95,95.9,3.1966666666666668
6234-RAAPL,No,Female,0,1,1,72,1,1,Two year,0,Bank transfer (automatic),Fiber optic,1,1,0,1,1,0,7251.7,99.9,3.33
6235-VDHOM,Yes,Female,1,0,0,5,0,0,Month-to-month,0,Electronic check,DSL,0,1,0,0,0,0,131.05,28.45,0.9483333333333334
6240-EURKS,Yes,Female,0,0,1,18,0,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,0,1,553.0,35.0,1.1666666666666667
6242-FEGFD,No,Male,0,1,0,66,1,1,Two year,0,Mailed check,Fiber optic,1,1,1,1,0,0,6424.25,96.6,3.2199999999999998
6242-MBHPK,No,Female,1,1,0,23,1,0,Month-to-month,1,Electronic check,Fiber optic,1,0,0,0,1,1,2326.05,95.1,3.17
6242-SGYTS,No,Male,0,1,1,62,1,1,One year,1,Credit card (automatic),Fiber optic,1,1,0,0,1,0,5791.85,94.95,3.165
6243-OZGFH,No,Female,0,0,0,23,0,0,Month-to-month,1,Electronic check,DSL,0,0,0,0,1,1,996.85,44.95,1.4983333333333335
6244-BESBM,No,Male,0,1,1,69,1,0,Two year,1,Credit card (automatic),Fiber optic,0,0,0,1,1,1,6671.7,95.2,3.1733333333333333
6248-BSHKG,No,Male,0,1,1,61,1,0,One year,0,Mailed check,No,0,0,0,0,0,0,1226.45,20.4,0.6799999999999999
6248-TKCQV,No,Female,0,1,1,70,1,1,Two year,1,Bank transfer (automatic),DSL,1,0,0,1,1,1,5460.2,80.6,2.6866666666666665
6250-CGGUN,No,Male,0,0,0,54,1,0,One year,0,Electronic check,Fiber optic,1,0,1,1,0,0,4484.05,84.4,2.8133333333333335
6252-DFGTK,No,Female,0,1,0,37,1,1,One year,0,Credit card (automatic),DSL,1,0,1,1,0,0,2479.25,68.1,2.27
6253-GNHWH,No,Female,0,1,1,71,1,1,Two year,0,Mailed check,DSL,1,1,1,1,0,0,5224.95,71.1,2.3699999999999997
